transaction_id,user_id,country,currency,amount,product_category,transaction_time,batch_id
tx_20250528011732_0148,user_6095,JP,JPY,36160.0,Electronics,2025-05-28 01:17:32,batch_20250528_01
tx_20250527223523_0149,user_3664,NO,NOK,177.8,Clothing,2025-05-27 22:35:23,batch_20250527_22
tx_20250527035916_0150,user_9786,SE,SEK,23.54,Toys,2025-05-27 03:59:16,batch_20250527_03
tx_20250527134527_0151,user_9752,AU,AUD,28.98,Electronics,2025-05-27 13:45:27,batch_20250527_13
tx_20250527014716_0152,user_7931,FR,EUR,78.78,Automotive,2025-05-27 01:47:16,batch_20250527_01
tx_20250526201248_0153,user_3275,US,USD,258.67,Automotive,2025-05-26 20:12:48,batch_20250526_20
tx_20250527085940_0154,user_9647,UK,GBP,273.78,Sports,2025-05-27 08:59:40,batch_20250527_08
tx_20250528065215_0155,user_6029,JP,JPY,40979.0,Electronics,2025-05-28 06:52:15,batch_20250528_06
tx_20250528101129_0156,user_4067,FR,EUR,15.51,Health,2025-05-28 10:11:29,batch_20250528_10
tx_20250527154736_0157,user_3416,CH,CHF,62.82,Sports,2025-05-27 15:47:36,batch_20250527_15
tx_20250527231113_0158,user_7598,NO,NOK,270.14,Home & Garden,2025-05-27 23:11:13,batch_20250527_23
tx_20250527223227_0159,user_2635,US,USD,472.82,Automotive,2025-05-27 22:32:27,batch_20250527_22
tx_20250528002833_0160,user_2123,US,USD,297.92,Books,2025-05-28 00:28:33,batch_20250528_00
tx_20250528031208_0161,user_8759,CA,CAD,120.93,Home & Garden,2025-05-28 03:12:08,batch_20250528_03
tx_20250528063951_0162,user_2526,DE,EUR,289.83,Food,2025-05-28 06:39:51,batch_20250528_06
tx_20250528083837_0163,user_7247,DE,EUR,32.97,Automotive,2025-05-28 08:38:37,batch_20250528_08
tx_20250527024649_0164,user_4902,AU,AUD,7.59,Sports,2025-05-27 02:46:49,batch_20250527_02
tx_20250528011722_0165,user_3955,US,USD,225.59,Home & Garden,2025-05-28 01:17:22,batch_20250528_01
tx_20250527034422_0166,user_8207,US,USD,310.41,Toys,2025-05-27 03:44:22,batch_20250527_03
tx_20250527221755_0167,user_4127,DE,EUR,354.98,Automotive,2025-05-27 22:17:55,batch_20250527_22
tx_20250527094503_0168,user_5727,CA,CAD,109.35,Electronics,2025-05-27 09:45:03,batch_20250527_09
tx_20250527051610_0169,user_9008,CH,CHF,44.16,Books,2025-05-27 05:16:10,batch_20250527_05
tx_20250527070237_0170,user_6804,UK,GBP,165.41,Toys,2025-05-27 07:02:37,batch_20250527_07
tx_20250528010351_0171,user_6510,FR,EUR,179.94,Toys,2025-05-28 01:03:51,batch_20250528_01
tx_20250527064353_0172,user_2075,DE,EUR,51.61,Toys,2025-05-27 06:43:53,batch_20250527_06
tx_20250528084357_0173,user_6240,NO,NOK,288.51,Automotive,2025-05-28 08:43:57,batch_20250528_08
tx_20250526225839_0174,user_4264,CH,CHF,100.77,Home & Garden,2025-05-26 22:58:39,batch_20250526_22
tx_20250526214238_0175,user_1604,JP,JPY,37438.0,Clothing,2025-05-26 21:42:38,batch_20250526_21
tx_20250528073255_0176,user_4448,US,USD,160.29,Food,2025-05-28 07:32:55,batch_20250528_07
tx_20250527221204_0177,user_1041,CA,CAD,255.93,Electronics,2025-05-27 22:12:04,batch_20250527_22
tx_20250526175303_0178,user_4687,CH,CHF,89.15,Toys,2025-05-26 17:53:03,batch_20250526_17
tx_20250526220016_0179,user_7878,UK,GBP,218.33,Sports,2025-05-26 22:00:16,batch_20250526_22
tx_20250527150619_0180,user_4059,DE,EUR,199.27,Sports,2025-05-27 15:06:19,batch_20250527_15
tx_20250526170734_0181,user_4072,DE,EUR,35.04,Automotive,2025-05-26 17:07:34,batch_20250526_17
tx_20250527133546_0182,user_9861,FR,EUR,69.09,Food,2025-05-27 13:35:46,batch_20250527_13
tx_20250528025802_0183,user_1833,AU,AUD,86.84,Food,2025-05-28 02:58:02,batch_20250528_02
tx_20250527112906_0184,user_4983,CH,CHF,91.03,Clothing,2025-05-27 11:29:06,batch_20250527_11
tx_20250527185046_0185,user_9009,AU,AUD,153.28,Books,2025-05-27 18:50:46,batch_20250527_18
tx_20250527090954_0186,user_3056,CA,CAD,216.81,Toys,2025-05-27 09:09:54,batch_20250527_09
tx_20250526230030_0187,user_8339,FR,EUR,198.41,Electronics,2025-05-26 23:00:30,batch_20250526_23
tx_20250528105050_0188,user_2089,NO,NOK,58.72,Toys,2025-05-28 10:50:50,batch_20250528_10
tx_20250528133625_0189,user_7795,AU,AUD,254.17,Sports,2025-05-28 13:36:25,batch_20250528_13
tx_20250527081236_0190,user_2755,JP,JPY,6080.0,Toys,2025-05-27 08:12:36,batch_20250527_08
tx_20250527164742_0191,user_3114,FR,EUR,46.62,Food,2025-05-27 16:47:42,batch_20250527_16
tx_20250527120212_0192,user_3073,SE,SEK,50.39,Clothing,2025-05-27 12:02:12,batch_20250527_12
tx_20250527144814_0193,user_6010,FR,EUR,238.99,Electronics,2025-05-27 14:48:14,batch_20250527_14
tx_20250526155249_0194,user_6078,CA,CAD,216.59,Books,2025-05-26 15:52:49,batch_20250526_15
tx_20250527044141_0195,user_4966,CH,CHF,156.47,Clothing,2025-05-27 04:41:41,batch_20250527_04
tx_20250527071432_0196,user_8998,CA,CAD,18.47,Toys,2025-05-27 07:14:32,batch_20250527_07
tx_20250528052226_0197,user_3427,NO,NOK,72.17,Food,2025-05-28 05:22:26,batch_20250528_05
tx_20250526225038_0198,user_5639,FR,EUR,357.72,Books,2025-05-26 22:50:38,batch_20250526_22
tx_20250528083254_0199,user_4085,UK,GBP,162.89,Clothing,2025-05-28 08:32:54,batch_20250528_08
tx_20250527024143_0200,user_6851,FR,EUR,382.91,Health,2025-05-27 02:41:43,batch_20250527_02
tx_20250528075103_0201,user_7560,UK,GBP,247.83,Books,2025-05-28 07:51:03,batch_20250528_07
tx_20250526190431_0202,user_3210,NO,NOK,142.39,Electronics,2025-05-26 19:04:31,batch_20250526_19
tx_20250528062005_0203,user_7513,CA,CAD,264.33,Food,2025-05-28 06:20:05,batch_20250528_06
tx_20250527054632_0204,user_6714,NO,NOK,256.86,Home & Garden,2025-05-27 05:46:32,batch_20250527_05
tx_20250527095024_0205,user_4776,NO,NOK,208.44,Books,2025-05-27 09:50:24,batch_20250527_09
tx_20250527075834_0206,user_5496,NO,NOK,233.79,Clothing,2025-05-27 07:58:34,batch_20250527_07
tx_20250527082805_0207,user_5760,NO,NOK,248.51,Sports,2025-05-27 08:28:05,batch_20250527_08
tx_20250527205427_0208,user_4616,DE,EUR,46.79,Home & Garden,2025-05-27 20:54:27,batch_20250527_20
tx_20250527194432_0209,user_7780,CA,CAD,98.2,Electronics,2025-05-27 19:44:32,batch_20250527_19
tx_20250527105304_0210,user_2762,DE,EUR,36.36,Sports,2025-05-27 10:53:04,batch_20250527_10
tx_20250528023302_0211,user_3981,JP,JPY,33528.0,Health,2025-05-28 02:33:02,batch_20250528_02
tx_20250527045327_0212,user_7712,NO,NOK,288.06,Health,2025-05-27 04:53:27,batch_20250527_04
tx_20250527161950_0213,user_2072,US,USD,294.98,Food,2025-05-27 16:19:50,batch_20250527_16
tx_20250527111411_0214,user_7553,AU,AUD,14.47,Electronics,2025-05-27 11:14:11,batch_20250527_11
tx_20250526204314_0215,user_5135,SE,SEK,141.16,Home & Garden,2025-05-26 20:43:14,batch_20250526_20
tx_20250527033701_0216,user_2709,UK,GBP,236.4,Health,2025-05-27 03:37:01,batch_20250527_03
tx_20250526175009_0217,user_9221,AU,AUD,192.96,Clothing,2025-05-26 17:50:09,batch_20250526_17
tx_20250527172904_0218,user_7903,CA,CAD,215.86,Books,2025-05-27 17:29:04,batch_20250527_17
tx_20250527113135_0219,user_7521,CA,CAD,80.67,Food,2025-05-27 11:31:35,batch_20250527_11
tx_20250527225456_0220,user_5221,US,USD,319.49,Home & Garden,2025-05-27 22:54:56,batch_20250527_22
tx_20250527133648_0221,user_1476,CH,CHF,284.02,Sports,2025-05-27 13:36:48,batch_20250527_13
tx_20250527130033_0222,user_3795,US,USD,10.12,Food,2025-05-27 13:00:33,batch_20250527_13
tx_20250527092715_0223,user_8146,SE,SEK,250.64,Health,2025-05-27 09:27:15,batch_20250527_09
tx_20250527130022_0224,user_5999,AU,AUD,87.32,Toys,2025-05-27 13:00:22,batch_20250527_13
tx_20250527074137_0225,user_2470,CH,CHF,299.22,Health,2025-05-27 07:41:37,batch_20250527_07
tx_20250528013056_0226,user_9498,DE,EUR,261.38,Health,2025-05-28 01:30:56,batch_20250528_01
tx_20250527230720_0227,user_8459,SE,SEK,249.11,Home & Garden,2025-05-27 23:07:20,batch_20250527_23
tx_20250527020623_0228,user_5322,JP,JPY,6900.0,Automotive,2025-05-27 02:06:23,batch_20250527_02
tx_20250526222543_0229,user_8630,UK,GBP,18.45,Automotive,2025-05-26 22:25:43,batch_20250526_22
tx_20250528120332_0230,user_4193,NO,NOK,76.23,Food,2025-05-28 12:03:32,batch_20250528_12
tx_20250528133136_0231,user_6990,JP,JPY,25084.0,Health,2025-05-28 13:31:36,batch_20250528_13
tx_20250527153902_0232,user_6730,SE,SEK,141.72,Electronics,2025-05-27 15:39:02,batch_20250527_15
tx_20250528071206_0233,user_1077,CH,CHF,245.24,Health,2025-05-28 07:12:06,batch_20250528_07
tx_20250526210408_0234,user_5143,AU,AUD,8.31,Books,2025-05-26 21:04:08,batch_20250526_21
tx_20250528121237_0235,user_4155,DE,EUR,123.45,Sports,2025-05-28 12:12:37,batch_20250528_12
tx_20250528042136_0236,user_4083,CA,CAD,195.77,Health,2025-05-28 04:21:36,batch_20250528_04
tx_20250527103200_0237,user_1710,NO,NOK,193.43,Sports,2025-05-27 10:32:00,batch_20250527_10
tx_20250526165758_0238,user_3244,AU,AUD,207.02,Food,2025-05-26 16:57:58,batch_20250526_16
tx_20250526142812_0239,user_6076,JP,JPY,2900.0,Electronics,2025-05-26 14:28:12,batch_20250526_14
tx_20250527141337_0240,user_6310,CH,CHF,284.16,Toys,2025-05-27 14:13:37,batch_20250527_14
tx_20250526163954_0241,user_7283,SE,SEK,184.4,Toys,2025-05-26 16:39:54,batch_20250526_16
tx_20250527015716_0242,user_5894,UK,GBP,175.59,Sports,2025-05-27 01:57:16,batch_20250527_01
tx_20250527045009_0243,user_9814,CA,CAD,245.38,Food,2025-05-27 04:50:09,batch_20250527_04
tx_20250526232806_0244,user_1184,NO,NOK,233.19,Food,2025-05-26 23:28:06,batch_20250526_23
tx_20250526144602_0245,user_5243,SE,SEK,133.18,Toys,2025-05-26 14:46:02,batch_20250526_14
tx_20250528024034_0246,user_8430,CA,CAD,261.9,Clothing,2025-05-28 02:40:34,batch_20250528_02
tx_20250527122355_0247,user_7844,AU,AUD,216.89,Books,2025-05-27 12:23:55,batch_20250527_12
tx_20250527141536_0248,user_2146,US,USD,170.37,Sports,2025-05-27 14:15:36,batch_20250527_14
tx_20250527080425_0249,user_2152,CH,CHF,126.88,Clothing,2025-05-27 08:04:25,batch_20250527_08
tx_20250528035314_0250,user_4902,CH,CHF,60.84,Home & Garden,2025-05-28 03:53:14,batch_20250528_03
tx_20250528101230_0251,user_8263,FR,EUR,194.5,Home & Garden,2025-05-28 10:12:30,batch_20250528_10
tx_20250528011354_0252,user_1947,UK,GBP,12.35,Food,2025-05-28 01:13:54,batch_20250528_01
tx_20250527115734_0253,user_4969,CH,CHF,42.95,Toys,2025-05-27 11:57:34,batch_20250527_11
tx_20250527134800_0254,user_4675,UK,GBP,70.11,Home & Garden,2025-05-27 13:48:00,batch_20250527_13
tx_20250528084932_0255,user_8364,NO,NOK,103.96,Health,2025-05-28 08:49:32,batch_20250528_08
tx_20250528021418_0256,user_7680,FR,EUR,149.84,Automotive,2025-05-28 02:14:18,batch_20250528_02
